learning style,gpa,student semester,major,previous courses,course types,course subjects,subjects of interest,extracurricular activities,shap_feature_0,shap_feature_1,shap_feature_2,shap_feature_3,shap_feature_4,shap_feature_5,shap_feature_6,shap_feature_7,shap_feature_8,predicted_class,target,model
0.50464773,2.12,4.0,0.5038685,0.85223144,0.49503082,0.53862023,0.5066779,0.46714258,0.0030280895981596515,0.006905050519572689,0.0007619395222138226,0.0006322135836407558,-0.0007453626055594447,-0.003582408495156506,0.002566690176029764,-0.0007214937112358104,0.006684488675447025,0.5203580575959101,Gender,Linear Regression
0.50464773,3.12,5.0,0.51963246,0.5768323,0.4961415,0.50415605,0.52214134,0.4625796,0.0030280895981596515,-0.001172921543568037,0.0005423604091839026,-0.0015505564499387276,-0.00014152686314823957,-0.006166377862052045,0.0007013597020714878,0.00024521448195373067,0.007876849520083459,0.5081913413255474,Gender,Linear Regression
0.50464773,3.91,6.0,0.47708422,0.71724033,0.49326536,0.47286057,0.5091858,0.46584684,0.0030280895981596515,-0.007554519473449211,0.0003227812961539825,0.004340921532341635,-0.0004493832603597369,0.0005248902393838324,-0.0009924688625759697,-0.0005647105195462472,0.007023080920170693,0.5105075318030767,Gender,Linear Regression
0.50464773,2.57,14.0,0.5135263,0.6336904,0.49713477,0.51388574,0.52136606,0.5902068,0.0030280895981596515,0.0032699630911593646,-0.0014338516080853782,-0.0007050618490743692,-0.000266193022329385,-0.0084771957871576,0.0012279669580447065,0.00019674728914177996,-0.02547365300032714,0.4761956620023309,Gender,Linear Regression
0.50464773,2.61,5.0,0.51738775,0.43501395,0.4904812,0.5145079,0.5119271,0.45592058,0.0030280895981596515,0.0029468442086337354,0.0005423604091839026,-0.001239740784200165,0.00016942177910163133,0.0070021691608874465,0.0012616405869451462,-0.00039333615717988905,0.009616930500418865,0.5277632296347505,Gender,Linear Regression
0.5048317,3.47,11.0,0.5371097,0.30658233,0.49476072,0.4888652,0.5040356,0.56148285,-0.0020041378536815105,-0.004000211765667292,-0.0007751142689956179,-0.00397055724553051,0.0004510188916117639,-0.002954027569958921,-0.00012623835706483257,-0.0008866790166312923,-0.017967743861278807,0.47259515928560347,Gender,Linear Regression
0.50479937,2.52,9.0,0.5221081,0.30653518,0.49067768,0.5237623,0.5098185,0.45145604,-0.0011197984857513024,0.0036738616943163996,-0.00033595604293577776,-0.0018933480331405847,0.00045112227194641085,0.006545063332739268,0.00176252336837791,-0.0005251568190869086,0.010783567804398538,0.5241707294236662,Gender,Linear Regression
0.50464773,3.74,4.0,0.5038685,0.5895269,0.49428052,0.5284233,0.5068652,0.52741605,0.0030280895981596515,-0.006181264222715288,0.0007619395222138226,0.0006322135836407558,-0.00016936083973804767,-0.0018368542257165038,0.002014794141659606,-0.0007097845155727236,-0.009065684588158957,0.4933029387865737,Gender,Linear Regression
0.5048317,3.98,3.0,0.5038685,0.74939245,0.4917074,0.49659216,0.4941473,0.53854907,-0.0020041378536815105,-0.00811997751786906,0.0009815186352437426,0.0006322135836407558,-0.0005198794835879364,0.004149445390145874,0.000291973652014061,-0.0015048532797135145,-0.011974874882780946,0.48676027857621307,Gender,Linear Regression
0.50464773,3.0,0.0,0.5038685,0.5016343,0.4990823,0.49378335,0.5284184,0.47200477,0.0030280895981596515,-0.000203564895991149,0.001640255974333503,0.0006322135836407558,2.3351066963807214e-05,-0.013008075843618384,0.00013995033712426163,0.0006376294511418473,0.0054139407056591074,0.5031326403102145,Gender,Linear Regression
