learning style,gpa,student semester,major,previous courses,course types,course subjects,subjects of interest,extracurricular activities,career aspirations,future topics,ethnoracial group,gender,international status
0.5166708,3.18,2,0.50593364,0.52041245,0.5101539,0.46715713,0.4892353,0.46979713,0.5225754,0.52233523,,,
0.5166708,3.5,14,0.5189845,0.27868748,0.5092137,0.5063503,0.4947168,0.49980062,0.50873333,0.46139598,0.0,1.0,0.0
0.5166708,2.68,6,0.51019347,0.34675592,0.50769913,0.5246387,0.49433443,0.48190218,0.506615,0.5188509,0.0,1.0,0.0
0.5163496,2.76,10,0.55380905,0.6888566,0.5106408,0.50544614,0.4957132,0.50391054,0.5088863,0.5148638,0.0,0.0,0.0
0.5164763,2.2,12,0.5371004,0.70745206,0.50809205,0.48047745,0.48616678,0.48094565,0.5339162,0.50569403,1.0,1.0,0.0
0.5166708,2.15,1,0.51374173,0.52876437,0.5078512,0.43075114,0.4840737,0.47354203,0.50066197,0.49146146,,,
0.5166708,3.9,4,0.5118163,0.44434303,0.50821733,0.5125131,0.4846724,0.5704719,0.55555874,0.52109724,0.0,1.0,0.0
0.5164763,2.3,14,0.516642,0.26873726,0.509778,0.46007222,0.494232,0.4551096,0.5108466,0.51693165,1.0,0.0,0.0
0.51638556,3.2,7,0.5281482,0.52707165,0.51059204,0.4992262,0.49290717,0.44704324,0.48368436,0.52233523,0.0,0.0,0.0
0.5166708,3.95,6,0.5232005,0.47639883,0.50680256,0.46831888,0.49433082,0.50656015,0.4989701,0.51481813,0.0,0.0,0.0
0.5166708,2.78,10,0.5125053,0.827792,0.5101763,0.509441,0.49425238,0.52119195,0.48684108,0.51931494,,,
0.5164763,3.33,1,0.51374173,0.4314009,0.51006126,0.5327739,0.5069107,0.5035448,0.49629775,0.47668374,,,
0.51638556,2.94,14,0.48888576,0.5818954,0.51036334,0.47613335,0.49557897,0.5049371,0.49918234,0.51959825,0.0,1.0,0.0
0.5166708,2.8,11,0.5071161,0.44502306,0.50962985,0.48825574,0.48281455,0.44890356,0.44253528,0.5689625,0.0,0.0,0.0
0.51638556,2.42,3,0.50651896,0.5031363,0.5086005,0.51115626,0.49087697,0.5143695,0.5030809,0.52233523,2.0,0.0,0.0
0.5166708,3.95,8,0.5079032,0.3145067,0.5113189,0.43666738,0.4940401,0.4749753,0.4967535,0.51959825,,,
0.51638556,3.48,7,0.52579695,0.58494765,0.5008119,0.45795006,0.4943338,0.5111886,0.492307,0.51555085,2.0,0.0,0.0
0.51638556,2.3,13,0.5194906,0.7093388,0.51114964,0.49423593,0.49432364,0.48229313,0.47333804,0.52233523,2.0,1.0,0.0
0.5165941,2.75,3,0.51019347,0.49089092,0.508268,0.43485215,0.49432778,0.51185566,0.501147,0.51959825,0.0,1.0,0.0
0.51638556,3.78,4,0.5270035,0.42073724,0.5106677,0.43402866,0.4943003,0.42881194,0.48976225,0.51931494,1.0,1.0,0.0
0.5164763,2.31,9,0.5073147,0.50841653,0.50988805,0.4900908,0.49425602,0.49520153,0.4973305,0.52233523,3.0,0.0,0.0
0.5164763,2.27,10,0.49090135,0.38668525,0.5115516,0.56459874,0.49430096,0.48712403,0.49188274,0.51266205,,,
0.5164763,3.16,4,0.51374173,0.51755625,0.5078533,0.49668682,0.48087206,0.50848246,0.46874255,0.5163364,,,
0.5161823,2.33,5,0.51564467,0.38976616,0.50931895,0.44127116,0.49417412,0.4844947,0.5007388,0.52233523,1.0,1.0,1.0
0.5166708,2.04,2,0.51374173,0.60590094,0.51012194,0.51850575,0.49428278,0.50053054,0.5018374,0.5201907,0.0,0.0,0.0
0.5163496,3.64,10,0.5006392,0.20574683,0.50459135,0.48523617,0.48799473,0.49997258,0.5110446,0.52233523,0.0,1.0,0.0
0.5166708,,0,0.51374173,0.5144858,0.50974953,0.49581146,0.48811093,0.49055815,0.49629775,0.4674515,2.0,0.0,1.0
0.5166708,2.29,14,0.5249578,0.97876084,0.5097431,0.54347074,0.49575832,0.50819963,0.5098635,0.5180814,1.0,0.0,0.0
0.51638556,2.87,6,0.5131478,0.46413922,0.50759256,0.50098425,0.4941435,0.5006771,0.5038614,0.5181768,,,
0.51638556,3.52,14,0.51019347,0.19649817,0.50780946,0.48071808,0.49432245,0.49657702,0.4941193,0.51469016,1.0,0.0,0.0
0.5164763,3.87,9,0.5144274,0.29740292,0.51149297,0.4934448,0.4917853,0.49580634,0.5113952,0.5137744,0.0,1.0,1.0
0.5166708,3.02,2,0.51835614,0.57833064,0.5098618,0.51775295,0.4942358,0.5243665,0.5070377,0.5183128,2.0,0.0,0.0
0.5164763,,0,0.51374173,0.5144858,0.50974953,0.49581146,0.48811093,0.5035448,0.49629775,0.47578996,3.0,0.0,0.0
0.51638556,3.0,7,0.50971633,0.69290125,0.5077741,0.46364307,0.5195088,0.48287052,0.5195517,0.5357158,0.0,1.0,1.0
0.5164763,3.55,13,0.5079032,0.9050293,0.51022863,0.4862612,0.49414328,0.48036128,0.5085385,0.5137744,0.0,1.0,0.0
0.5166708,3.71,1,0.51374173,0.5235104,0.50839764,0.50775725,0.39385474,0.5270508,0.49149927,0.48683268,0.0,1.0,0.0
0.5166708,2.36,2,0.51374173,0.55319387,0.50861156,0.46206862,0.49418274,0.5310716,0.47783238,0.52233523,,,
0.5163496,2.53,10,0.503224,0.39053416,0.50350374,0.51639676,0.49599972,0.49832755,0.5056347,0.51818484,2.0,0.0,0.0
0.5164763,3.4,10,0.5161722,0.3808928,0.5068227,0.49794334,0.49415493,0.5143453,0.501885,0.5188509,4.0,0.0,0.0
0.51638556,2.21,12,0.5134672,0.6176857,0.50917095,0.501274,0.49395296,0.50286067,0.5100594,0.5201907,1.0,2.0,0.0
0.5164763,2.57,4,0.51374173,0.38451242,0.5102929,0.49818766,0.4939818,0.48648274,0.49149927,0.51959825,,,
0.5164763,3.64,6,0.51107,0.643255,0.50950867,0.43668008,0.49436155,0.5063077,0.50398195,0.5121088,0.0,0.0,0.0
0.5163496,2.39,14,0.49294567,0.5265964,0.51373553,0.5037254,0.49363363,0.5116273,0.49579558,0.51959825,0.0,0.0,0.0
0.51638556,3.58,13,0.5161022,0.43265584,0.50983393,0.49662322,0.4942358,0.49656594,0.50191474,0.5137744,,,
0.51638556,2.32,11,0.51564467,0.38402545,0.51189935,0.4815766,0.49430585,0.47531995,0.50184697,0.51959825,0.0,2.0,0.0
0.5166708,3.16,3,0.51374173,0.3397262,0.5096491,0.48182088,0.49432018,0.48599273,0.4968374,0.5137744,0.0,0.0,0.0
0.51638556,,0,0.50178456,0.5144858,0.50974953,0.49581146,0.48301336,0.47870773,0.51324457,0.55043995,0.0,1.0,0.0
