learning style,gpa,student semester,major,previous courses,course types,course subjects,subjects of interest,extracurricular activities,career aspirations,future topics,ethnoracial group,gender,international status
0.47545895,3.45,2,0.50393146,0.5295099,0.5713636,0.60431236,0.45154607,0.4999702,0.550689,0.4985965,2.0,0.0,0.0
0.47843844,,0,0.49336845,0.530879,0.57178634,0.6043124,0.45154622,0.4999703,0.5506891,0.497145,2.0,1.0,1.0
0.47545895,3.65,4,0.49336845,0.42180148,0.57138586,0.60431254,0.4515461,0.4999701,0.550689,0.5152707,1.0,0.0,0.0
0.4762541,3.38,5,0.50084454,0.52691466,0.5719815,0.44653413,0.4515465,0.49997014,0.5581419,0.50284946,0.0,0.0,0.0
0.47843844,2.8,3,0.49336845,0.41486618,0.57187843,0.6043124,0.45165318,0.5178788,0.5581421,0.50228226,0.0,1.0,0.0
0.4762541,2.29,11,0.49322808,0.70566106,0.5721547,0.6043093,0.45160705,0.4999633,0.5506891,0.5075209,,,
0.47389603,2.31,4,0.49336845,0.42240193,0.57188314,0.60431254,0.45153517,0.4999701,0.550689,0.5083509,0.0,1.0,0.0
0.47843844,2.12,11,0.49783644,0.55413294,0.5726052,0.60431206,0.45149457,0.49997038,0.4032607,0.5011658,0.0,0.0,0.0
0.47545895,3.81,3,0.49336845,0.53559214,0.57161695,0.6043124,0.451814,0.49997008,0.5581419,0.50284946,1.0,1.0,0.0
0.47843844,3.05,1,0.49336845,0.4136857,0.5719712,0.6043124,0.52486837,0.49997008,0.550689,0.5183147,5.0,0.0,0.0
0.4799086,4.0,8,0.5083593,0.39162648,0.5718585,0.60431254,0.4517606,0.49997038,0.40326077,0.5022823,0.0,0.0,0.0
0.47545895,,0,0.49336845,0.53087896,0.5717865,0.6043125,0.45154613,0.49997017,0.550689,0.52274585,1.0,1.0,0.0
0.47843844,2.28,13,0.51749736,0.5348759,0.5698659,0.4462726,0.52486837,0.5178737,0.5581421,0.5013322,0.0,1.0,0.0
0.4762541,2.41,6,0.50326777,0.4155378,0.57176936,0.6043125,0.45154998,0.49997023,0.5581419,0.5005371,,,
0.47545895,2.4,7,0.49424946,0.5364593,0.5723329,0.60431266,0.4515992,0.49997038,0.55068886,0.5005159,1.0,1.0,0.0
