learning style,gpa,student semester,major,previous courses,course types,course subjects,subjects of interest,extracurricular activities,shap_feature_0,shap_feature_1,shap_feature_2,shap_feature_3,shap_feature_4,shap_feature_5,shap_feature_6,shap_feature_7,shap_feature_8,predicted_class,target,model
0.50464773,2.12,4.0,0.5038685,0.85223144,0.49503082,0.53862023,0.5066779,0.46714258,0.05200181049176578,-0.08124076960173143,-0.04165422446001957,-0.015968232713277415,0.0891019375627555,-0.21786211540285316,-0.3213659387649206,-0.2898031308186905,-0.08849058629300922,0.0,Ethnoracial Group,Decision Tree
0.50464773,3.12,5.0,0.51963246,0.5768323,0.4961415,0.50415605,0.52214134,0.4625796,-0.027868866945359245,-0.0031754024165862337,-0.00624878876133304,-0.17230550005206047,-0.08232582148100416,-0.23908236056554671,-0.025420769772758527,-0.4018168888068837,0.04296314880159283,0.0,Ethnoracial Group,Decision Tree
0.50464773,3.91,6.0,0.47708422,0.71724033,0.49326536,0.47286057,0.5091858,0.46584684,-0.008444778953401995,0.1980261612461702,0.05526072972868035,0.18862158121025943,0.024066414635830077,0.36760544445206755,0.041821866621613614,0.169943845305175,0.047817485753601334,2.0,Ethnoracial Group,Decision Tree
0.50464773,2.57,14.0,0.5135263,0.6336904,0.49713477,0.51388574,0.52136606,0.5902068,-0.023847269549956435,-0.05957716433519066,-0.010844570709739139,-0.051718394673577445,-0.05662009246275802,-0.22469581561697288,-0.3250085543527322,-0.10441168015758878,-0.05855770814148258,0.0,Ethnoracial Group,Decision Tree
0.50464773,2.61,5.0,0.51738775,0.43501395,0.4904812,0.5145079,0.5119271,0.45592058,-0.052640776797101684,0.19194281633763255,-0.04882328731517135,0.1495769202523193,-0.07318745797205038,0.5238684727274326,0.1845291526438823,0.22781611609609778,-0.018363205973057906,2.0,Ethnoracial Group,Decision Tree
0.5048317,3.47,11.0,0.5371097,0.30658233,0.49476072,0.4888652,0.5040356,0.56148285,0.06678823142302687,-0.31292119808639435,-0.09017371445969165,-0.04885524773320607,0.05971542918381765,-0.0466710628091563,0.23174646788341946,0.0605385991239462,0.16455124547423536,1.0,Ethnoracial Group,Decision Tree
0.50479937,2.52,9.0,0.5221081,0.30653518,0.49067768,0.5237623,0.5098185,0.45145604,-0.0014406810661624653,-0.02542910650682077,-0.01998722840047736,0.016018871598446543,-0.07618211159759627,-0.14637690494806363,-0.5863127718289817,-0.1279494535526637,0.05237813630231161,0.0,Ethnoracial Group,Decision Tree
0.50464773,3.74,4.0,0.5038685,0.5895269,0.49428052,0.5284233,0.5068652,0.52741605,-0.005695610004301337,-0.037568275578293606,-0.044560662433834435,-0.12213574590453359,-0.022096238008847118,-0.047369791923736304,-0.2199432092937709,-0.19013606687374282,-0.22577564997890873,0.0,Ethnoracial Group,Decision Tree
0.5048317,3.98,3.0,0.5038685,0.74939245,0.4917074,0.49659216,0.4941473,0.53854907,-0.008255938792725568,-0.5313965919068883,-0.29227954723253974,-0.05616245828153047,0.05546667132584055,0.04054876013099995,0.07788793855691618,-0.04639354300403947,-0.15469654079601933,0.0,Ethnoracial Group,Decision Tree
0.50464773,3.0,0.0,0.5038685,0.5016343,0.4990823,0.49378335,0.5284184,0.47200477,0.14191241056876364,-0.04114165185371965,0.051938566632188835,-0.00494797862904278,0.05556018868999541,0.0376908332113913,0.17789671462269918,0.12712330258708893,0.03868636417063259,1.5,Ethnoracial Group,Decision Tree
